valid_name,synonyms,availability,region,subgroup,group
Dosidicus gigas,Dosidicus gigas,public_outside,Chile,Mollusca,Invertebrate
Echinolittorina peruviana,Nodilittorina peruviana,private,Chile,Mollusca,Invertebrate
Echinolittorina peruviana,Echinolittorina peruviana,public_inside,Chile,Mollusca,Invertebrate
Enteroctopus megalocyathus,Enteroctopus megalocyathus,public_outside,Chile,Mollusca,Invertebrate
Ervilia bisculpta,Ervilia bisculpta,private,Chile,Mollusca,Invertebrate
Eucleoteuthis luminosa,Eucleoteuthis luminosa,public_outside,Chile,Mollusca,Invertebrate
Eulepetopsis vitrea,Eulepetopsis vitrea,public_outside,Chile,Mollusca,Invertebrate
Fiona pinnata,Fiona pinnata,public_inside,Chile,Mollusca,Invertebrate
Fissurella maxima,Fissurella maxima,private,Chile,Mollusca,Invertebrate
Fusitriton magellanicus,Fusitriton magellanicus,private,Chile,Mollusca,Invertebrate
Galiteuthis glacialis,Galiteuthis glacialis,public_outside,Chile,Mollusca,Invertebrate
Gonatus antarcticus,Gonatus antarcticus,public_outside,Chile,Mollusca,Invertebrate
Hiatella arctica,Hiatella pholadis,private,Chile,Mollusca,Invertebrate
Hiatella arctica,Hiatella solida,private,Chile,Mollusca,Invertebrate
Hiatella arctica,Hiatella arctica,public_outside,Chile,Mollusca,Invertebrate
Histioteuthis atlantica,Histioteuthis atlantica,public_outside,Chile,Mollusca,Invertebrate
Histioteuthis eltaninae,Histioteuthis eltaninae,public_outside,Chile,Mollusca,Invertebrate
Imbricariopsis punctata,Imbricaria punctata,public_outside,Chile,Mollusca,Invertebrate
Impages stylata,Hastula stylata,public_outside,Chile,Mollusca,Invertebrate
Iothia emarginuloides,Iothia coppingeri,public_outside,Chile,Mollusca,Invertebrate
Iothia emarginuloides,Iothia emarginuloides,public_outside,Chile,Mollusca,Invertebrate
Julia exquisita,Julia exquisita,private,Chile,Mollusca,Invertebrate
Laevilitorina caliginosa,Laevilitorina caliginosa,public_outside,Chile,Mollusca,Invertebrate
Laternula elliptica,Laternula elliptica,public_outside,Chile,Mollusca,Invertebrate
Leptochiton kerguelensis,Leptochiton kerguelensis,public_outside,Chile,Mollusca,Invertebrate
Leptochiton medinae,Leptochiton medinae,public_outside,Chile,Mollusca,Invertebrate
Leptocollonia innocens,Leptocollonia innocens,private,Chile,Mollusca,Invertebrate
Limatula hodgsoni,Limatula hodgsoni,private,Chile,Mollusca,Invertebrate
Limea pygmaea,Limatula pygmaea,private,Chile,Mollusca,Invertebrate
Limopsis marionensis,Limopsis marionensis,public_outside,Chile,Mollusca,Invertebrate
Lissarca miliaris,Lissarca miliaris,private,Chile,Mollusca,Invertebrate
Lissarca notorcadensis,Lissarca notorcadensis,public_outside,Chile,Mollusca,Invertebrate
Melampus castaneus,Melampus castaneus,public_outside,Chile,Mollusca,Invertebrate
Monetaria caputserpentis,Cypraea caputserpentis,public_outside,Chile,Mollusca,Invertebrate
Monetaria caputserpentis,Erosaria caputserpentis,public_outside,Chile,Mollusca,Invertebrate
Monetaria caputserpentis,Monetaria caputserpentis,public_outside,Chile,Mollusca,Invertebrate
Monetaria moneta,Cypraea moneta,public_outside,Chile,Mollusca,Invertebrate
Monetaria moneta,Monetaria moneta,public_outside,Chile,Mollusca,Invertebrate
Morula uva,Morula uva,public_outside,Chile,Mollusca,Invertebrate
Muusoctopus eureka,Benthoctopus eureka,public_outside,Chile,Mollusca,Invertebrate
Muusoctopus eureka,Muusoctopus eureka,private,Chile,Mollusca,Invertebrate
Mytilus chilensis,Mytilus chilensis,public_outside,Chile,Mollusca,Invertebrate
Nacella clypeater,Nacella clypeater,public_outside,Chile,Mollusca,Invertebrate
Nacella concinna,Nacella concinna,public_outside,Chile,Mollusca,Invertebrate
Nacella deaurata,Nacella fuegiensis,public_outside,Chile,Mollusca,Invertebrate
Nacella deaurata,Nacella deaurata,public_outside,Chile,Mollusca,Invertebrate
Nacella flammea,Nacella flammea,public_outside,Chile,Mollusca,Invertebrate
Nacella magellanica,Nacella chiloensis,public_outside,Chile,Mollusca,Invertebrate
Nacella magellanica,Nacella venosa,public_outside,Chile,Mollusca,Invertebrate
Nacella magellanica,Nacella magellanica,public_outside,Chile,Mollusca,Invertebrate
Nacella mytilina,Nacella mytilina,public_inside,Chile,Mollusca,Invertebrate
Naria cernica,Erosaria cernica,public_outside,Chile,Mollusca,Invertebrate
Naria englerti,Erosaria englerti,public_outside,Chile,Mollusca,Invertebrate
Nerita lirellata,Nerita lirellata,public_inside,Chile,Mollusca,Invertebrate
Nodilittorina pyramidalis,Nodilittorina pyramidalis,public_outside,Chile,Mollusca,Invertebrate
Nucula profundorum,Nucula profundorum,public_outside,Chile,Mollusca,Invertebrate
Octopus vulgaris,Octopus vulgaris,public_inside,Chile,Mollusca,Invertebrate
Odontocymbiola magellanica,Odontocymbiola magellanica,private,Chile,Mollusca,Invertebrate
Onychoteuthis banksii,Onychoteuthis banksii,public_outside,Chile,Mollusca,Invertebrate
Onykia ingens,Onykia ingens,public_outside,Chile,Mollusca,Invertebrate
Pareuthria fuscata,Pareuthria campbelli,public_outside,Chile,Mollusca,Invertebrate
Pareuthria fuscata,Pareuthria plumbea,private,Chile,Mollusca,Invertebrate
Perumytilus purpuratus,Brachidontes purpuratus,public_outside,Chile,Mollusca,Invertebrate
Perumytilus purpuratus,Perumytilus purpuratus,public_inside,Chile,Mollusca,Invertebrate
Philobrya sublaevis,Philobrya sublaevis,private,Chile,Mollusca,Invertebrate
Plaxiphora aurata,Plaxiphora aurata,private,Chile,Mollusca,Invertebrate
Polinices uber,Polinices uber,public_outside,Chile,Mollusca,Invertebrate
Priene scabrum,Priene scabrum,private,Chile,Mollusca,Invertebrate
Prisogaster niger,Prisogaster niger,public_inside,Chile,Mollusca,Invertebrate
Propeleda longicaudata,Propeleda longicaudata,public_outside,Chile,Mollusca,Invertebrate
Puncturella noachina,Puncturella noachina,public_outside,Chile,Mollusca,Invertebrate
Pyroteuthis margaritifera,Pyroteuthis margaritifera,public_outside,Chile,Mollusca,Invertebrate
Scurria ceciliana,Scurria ceciliana,public_inside,Chile,Mollusca,Invertebrate
Scurria parasitica,Scurria parasitica,public_inside,Chile,Mollusca,Invertebrate
Scurria scurra,Scurria scurra,public_inside,Chile,Mollusca,Invertebrate
Scurria variabilis,Scurria parasitica,public_inside,Chile,Mollusca,Invertebrate
Scurria variabilis,Scurria variabilis,private,Chile,Mollusca,Invertebrate
Scurria viridula,Scurria viridula,public_inside,Chile,Mollusca,Invertebrate
Scurria viridula,Scurria viridula,public_inside,Chile,Mollusca,Invertebrate
Scurria zebrina,Scurria zebrina,public_inside,Chile,Mollusca,Invertebrate
Semele solida,Semele solida,private,Chile,Mollusca,Invertebrate
Semimytilus algosus,Semimytilus algosus,public_outside,Chile,Mollusca,Invertebrate
Semirossia patagonica,Semirossia patagonica,public_outside,Chile,Mollusca,Invertebrate
Siphonaria lateralis,Kerguelenella lateralis,public_outside,Chile,Mollusca,Invertebrate
Siphonaria lateralis,Siphonaria lateralis,private,Chile,Mollusca,Invertebrate
Tagelus dombeii,Tagelus dombeii,public_outside,Chile,Mollusca,Invertebrate
Tegula atra,Tegula atra,public_inside,Chile,Mollusca,Invertebrate
Teuthowenia pellucida,Teuthowenia pellucida,public_outside,Chile,Mollusca,Invertebrate
Thracia meridionalis,Thracia meridionalis,public_outside,Chile,Mollusca,Invertebrate
Thyasira debilis,Thyasira debilis,public_outside,Chile,Mollusca,Invertebrate
Todarodes filippovae,Todarodes filippovae,public_outside,Chile,Mollusca,Invertebrate
Tonicia chilensis,Tonicia chilensis,private,Chile,Mollusca,Invertebrate
Tonicia lebruni,Tonicia lebruni,private,Chile,Mollusca,Invertebrate
Tremoctopus violaceus,Tremoctopus violaceus,public_outside,Chile,Mollusca,Invertebrate
Trochita pileolus,Calyptraea pileolus,private,Chile,Mollusca,Invertebrate
Trochita pileolus,Trochita pileolus,private,Chile,Mollusca,Invertebrate
Trochita pileus,Calyptraea pileus,private,Chile,Mollusca,Invertebrate
Trophon geversianus,Trophon geversianus,public_outside,Chile,Mollusca,Invertebrate
Trophon minutus,Trophon minutus,private,Chile,Mollusca,Invertebrate
Volvarina warrenii,Volvarina warrenii,private,Chile,Mollusca,Invertebrate
Xanthochorus cassidiformis,Xanthochorus cassidiformis,public_inside,Chile,Mollusca,Invertebrate
Xymenopsis muriciformis,Xymenopsis muriciformis,public_inside,Chile,Mollusca,Invertebrate
Yoldiella sabrina,Yoldiella sabrina,public_outside,Chile,Mollusca,Invertebrate
Yoldiella valettei,Yoldiella valettei,public_outside,Chile,Mollusca,Invertebrate
Sabatieria mortenseni,Sabatieria mortenseni,private,Chile,Nematoda,Invertebrate
Lineus sanguineus,Myoisophagos sanguineus,public_outside,Chile,Nemertea,Invertebrate
Lineus sanguineus,Ramphogordius sanguineus,public_outside,Chile,Nemertea,Invertebrate
Parborlasia corrugatus,Parborlasia corrugatus,public_inside,Chile,Nemertea,Invertebrate
Prosorhochmus nelsoni,Prosorhochmus nelsoni,public_inside,Chile,Nemertea,Invertebrate
Tetrastemma peltatum,Tetrastemma peltatum,public_outside,Chile,Nemertea,Invertebrate
Antarctotetilla leptoderma,Tetilla leptoderma,public_outside,Chile,Porifera,Invertebrate
Antarctotetilla leptoderma,Antarctotetilla leptoderma,public_outside,Chile,Porifera,Invertebrate
Cinachyra barbata,Cinachyra barbata,public_outside,Chile,Porifera,Invertebrate
Cliona chilensis,Cliona chilensis,public_outside,Chile,Porifera,Invertebrate
Clionaopsis platei,Clionaopsis platei,public_outside,Chile,Porifera,Invertebrate
Dysidea fragilis,Dysidea fragilis,private,Chile,Porifera,Invertebrate
Eurypon miniaceum,Eurypon miniaceum,public_outside,Chile,Porifera,Invertebrate
Halisarca dujardini,Halisarca dujardini,public_outside,Chile,Porifera,Invertebrate
Iophon unicorne,Iophon unicorne,public_outside,Chile,Porifera,Invertebrate
Ircinia variabilis,Ircinia variabilis,public_outside,Chile,Porifera,Invertebrate
Niphates erecta,Niphates erecta,public_outside,Chile,Porifera,Invertebrate
Pione vastifica,Cliona vastifica,private,Chile,Porifera,Invertebrate
Pione vastifica,Pione vastifica,public_outside,Chile,Porifera,Invertebrate
Plakina trilopha,Plakina trilopha,public_outside,Chile,Porifera,Invertebrate
Poecillastra compressa,Poecillastra compressa,public_outside,Chile,Porifera,Invertebrate
Polymastia invaginata,Polymastia invaginata,public_outside,Chile,Porifera,Invertebrate
Polymastia isidis,Polymastia isidis,public_outside,Chile,Porifera,Invertebrate
Pseudoceratina purpurea,Pseudoceratina purpurea,public_outside,Chile,Porifera,Invertebrate
Pseudosuberites hyalinus,Pseudosuberites hyalinus,public_outside,Chile,Porifera,Invertebrate
Rossella racovitzae,Rossella racovitzae,public_outside,Chile,Porifera,Invertebrate
Spheciospongia vesparium,Spheciospongia vesparium,public_outside,Chile,Porifera,Invertebrate
Spirastrella cunctatrix,Spirastrella cunctatrix,private,Chile,Porifera,Invertebrate
Stelletta clarella,Stelletta clarella,public_outside,Chile,Porifera,Invertebrate
Alvinella caudata,Alvinella caudata,public_outside,Ecuador,Annelida,Invertebrate
Alvinella pompejana,Alvinella pompejana,public_outside,Ecuador,Annelida,Invertebrate
Amphisamytha galapagensis,Amphisamytha galapagensis,public_outside,Ecuador,Annelida,Invertebrate
Archinome rosacea,Archinome rosacea,public_outside,Ecuador,Annelida,Invertebrate
Branchinotogluma sandersi,Branchinotogluma sandersi,public_outside,Ecuador,Annelida,Invertebrate
Branchipolynoe symmytilida,Branchipolynoe symmytilida,public_outside,Ecuador,Annelida,Invertebrate
Dipolydora socialis,Dipolydora socialis,public_outside,Ecuador,Annelida,Invertebrate
Eunice filamentosa,Eunice filamentosa,public_outside,Ecuador,Annelida,Invertebrate
Hesiospina vestimentifera,Hesiospina vestimentifera,public_outside,Ecuador,Annelida,Invertebrate
Hydroides brachyacantha,Hydroides brachyacanthus,public_outside,Ecuador,Annelida,Invertebrate
Hydroides crucigera,Hydroides crucigera,public_outside,Ecuador,Annelida,Invertebrate
Leodice antennata,Eunice antennata,public_outside,Ecuador,Annelida,Invertebrate
Levensteiniella kincaidi,Levensteiniella kincaidi,private,Ecuador,Annelida,Invertebrate
Naineris laevigata,Naineris laevigata,public_outside,Ecuador,Annelida,Invertebrate
Owenia fusiformis,Owenia fusiformis,public_outside,Ecuador,Annelida,Invertebrate
Paralvinella grasslei,Paralvinella grasslei,public_outside,Ecuador,Annelida,Invertebrate
Pelagobia longicirrata,Pelagobia longicirrata,public_outside,Ecuador,Annelida,Invertebrate
Polydora websteri,Polydora websteri,public_outside,Ecuador,Annelida,Invertebrate
Prionospio cirrifera,Prionospio cirrifera,private,Ecuador,Annelida,Invertebrate
Riftia pachyptila,Riftia pachyptila,public_outside,Ecuador,Annelida,Invertebrate
Spirobranchus giganteus,Spirobranchus giganteus,private,Ecuador,Annelida,Invertebrate
Tomopteris septentrionalis,Tomopteris septentrionalis,public_outside,Ecuador,Annelida,Invertebrate
Typhloscolex muelleri,Typhloscolex muelleri,public_outside,Ecuador,Annelida,Invertebrate
Vermiliopsis annulata,Vermiliopsis annulata,private,Ecuador,Annelida,Invertebrate
Abyssorchomene abyssorum,Abyssorchomene abyssorum,public_outside,Ecuador,Arthropoda,Invertebrate
Acrocalanus andersoni,Acrocalanus andersoni,public_outside,Ecuador,Arthropoda,Invertebrate
Acrocalanus gibber,Acrocalanus gibber,public_outside,Ecuador,Arthropoda,Invertebrate
Acrocalanus longicornis,Acrocalanus longicornis,public_outside,Ecuador,Arthropoda,Invertebrate
Acrocalanus monachus,Acrocalanus monachus,public_outside,Ecuador,Arthropoda,Invertebrate
Aetideopsis armatus,Aetideopsis armatus,private,Ecuador,Arthropoda,Invertebrate
Aetideus bradyi,Aetideus bradyi,public_outside,Ecuador,Arthropoda,Invertebrate
Agetus flaccus,Agetus flaccus,private,Ecuador,Arthropoda,Invertebrate
Alpheus lottini,Alpheus lottini,public_outside,Ecuador,Arthropoda,Invertebrate
Alpheus paracrinitus,Alpheus paracrinitus,public_outside,Ecuador,Arthropoda,Invertebrate
Alvinocaris lusca,Alvinocaris lusca,public_outside,Ecuador,Arthropoda,Invertebrate
Amphibalanus amphitrite,Balanus amphitrite,public_outside,Ecuador,Arthropoda,Invertebrate
Amphibalanus amphitrite,Amphibalanus amphitrite,public_outside,Ecuador,Arthropoda,Invertebrate
Anchylomera blossevillei,Anchylomera blossevillei,private,Ecuador,Arthropoda,Invertebrate
Aphotopontius mammillatus,Aphotopontius mammillatus,public_outside,Ecuador,Arthropoda,Invertebrate
Arenaeus mexicanus,Arenaeus mexicanus,public_outside,Ecuador,Arthropoda,Invertebrate
Aristeus semidentatus,Aristeus semidentatus,public_outside,Ecuador,Arthropoda,Invertebrate
Bythograea galapagensis,Bythograea galapagensis,public_outside,Ecuador,Arthropoda,Invertebrate
Bythograea microps,Bythograea microps,public_outside,Ecuador,Arthropoda,Invertebrate
Bythograea thermydron,Bythograea thermydron,public_outside,Ecuador,Arthropoda,Invertebrate
Calanus chilensis,Calanus chilensis,public_outside,Ecuador,Arthropoda,Invertebrate
Caligus coryphaenae,Caligus elongatus,public_outside,Ecuador,Arthropoda,Invertebrate
Callinectes arcuatus,Callinectes arcuatus,public_outside,Ecuador,Arthropoda,Invertebrate
Calocalanus pavo,Calocalanus pavo,public_outside,Ecuador,Arthropoda,Invertebrate
Calocalanus styliremis,Calocalanus styliremis,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia bispinosa,Candacia bispinosa,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia catula,Candacia catula,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia curta,Candacia curta,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia longimana,Candacia longimana,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia pachydactyla,Candacia pachydactyla,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia simplex,Candacia simplex,public_outside,Ecuador,Arthropoda,Invertebrate
Candacia truncata,Candacia truncata,public_outside,Ecuador,Arthropoda,Invertebrate
Canthocalanus pauper,Canthocalanus pauper,public_outside,Ecuador,Arthropoda,Invertebrate
Centropages furcatus,Centropages furcatus,public_outside,Ecuador,Arthropoda,Invertebrate
Centropages velificatus,Centropages velificatus,private,Ecuador,Arthropoda,Invertebrate
Centropages violaceus,Centropages violaceus,public_outside,Ecuador,Arthropoda,Invertebrate
Chelonibia testudinaria,Chelonibia patula,public_outside,Ecuador,Arthropoda,Invertebrate
Chelonibia testudinaria,Chelonibia testudinaria,public_inside,Ecuador,Arthropoda,Invertebrate
Chirundina streetsii,Chirundina streetsii,private,Ecuador,Arthropoda,Invertebrate
Cirolana harfordi,Cirolana harfordi,public_outside,Ecuador,Arthropoda,Invertebrate
Clausocalanus arcuicornis,Clausocalanus arcuicornis,public_outside,Ecuador,Arthropoda,Invertebrate
Clausocalanus farrani,Clausocalanus farrani,private,Ecuador,Arthropoda,Invertebrate
Clausocalanus mastigophorus,Clausocalanus mastigophorus,public_outside,Ecuador,Arthropoda,Invertebrate
Clibanarius albidigitus,Clibanarius albidigitus,public_outside,Ecuador,Arthropoda,Invertebrate
Clibanarius lineatus,Clibanarius lineatus,public_outside,Ecuador,Arthropoda,Invertebrate
Colossendeis macerrima,Colossendeis japonica,public_outside,Ecuador,Arthropoda,Invertebrate
Colossendeis macerrima,Colossendeis macerrima,public_outside,Ecuador,Arthropoda,Invertebrate
Colossendeis minor,Colossendeis minor,private,Ecuador,Arthropoda,Invertebrate
Copidognathus papillatus,Copidognathus papillatus,private,Ecuador,Arthropoda,Invertebrate
Copilia mirabilis,Copilia mirabilis,public_outside,Ecuador,Arthropoda,Invertebrate
Corycaeus clausi,Corycaeus clausi,private,Ecuador,Arthropoda,Invertebrate
Corycaeus crassiusculus,Corycaeus crassiusculus,private,Ecuador,Arthropoda,Invertebrate
Corycaeus speciosus,Corycaeus speciosus,public_outside,Ecuador,Arthropoda,Invertebrate
Cosmocalanus darwinii,Cosmocalanus darwinii,public_outside,Ecuador,Arthropoda,Invertebrate
Dahlella caldariensis,Dahlella caldariensis,public_outside,Ecuador,Arthropoda,Invertebrate
Disseta palumbii,Disseta palumbii,public_outside,Ecuador,Arthropoda,Invertebrate
Elthusa vulgaris,Lironeca vulgaris,public_outside,Ecuador,Arthropoda,Invertebrate
Elthusa vulgaris,Elthusa vulgaris,public_outside,Ecuador,Arthropoda,Invertebrate
Euchaeta acuta,Euchaeta acuta,public_outside,Ecuador,Arthropoda,Invertebrate
Euchaeta indica,Euchaeta indica,public_outside,Ecuador,Arthropoda,Invertebrate
Euchaeta longicornis,Euchaeta longicornis,public_outside,Ecuador,Arthropoda,Invertebrate
Euchirella pulchra,Euchirella pulchra,public_outside,Ecuador,Arthropoda,Invertebrate
Eucopia sculpticauda,Eucopia sculpticauda,private,Ecuador,Arthropoda,Invertebrate
Euphausia diomedeae,Euphausia diomedeae,public_outside,Ecuador,Arthropoda,Invertebrate
Euphausia eximia,Euphausia eximia,public_outside,Ecuador,Arthropoda,Invertebrate
Excirolana braziliensis,Excirolana braziliensis,public_outside,Ecuador,Arthropoda,Invertebrate
Fagegnathophausia gracilis,Gnathophausia gracilis,public_outside,Ecuador,Arthropoda,Invertebrate
Fagegnathophausia gracilis,Fagegnathophausia gracilis,private,Ecuador,Arthropoda,Invertebrate
Farranula gibbula,Farranula gibbula,public_outside,Ecuador,Arthropoda,Invertebrate
Farranula gracilis,Farranula gracilis,private,Ecuador,Arthropoda,Invertebrate
Farranula rostrata,Farranula rostrata,private,Ecuador,Arthropoda,Invertebrate
Gaetanus brevispinus,Gaetanus brevispinus,public_outside,Ecuador,Arthropoda,Invertebrate
Galacantha diomedeae,Galacantha diomedeae,public_outside,Ecuador,Arthropoda,Invertebrate
Grapsus grapsus,Grapsus grapsus,private,Ecuador,Arthropoda,Invertebrate
Haloptilus acutifrons,Haloptilus acutifrons,private,Ecuador,Arthropoda,Invertebrate
Haloptilus longicornis,Haloptilus longicornis,public_outside,Ecuador,Arthropoda,Invertebrate
Heterorhabdus papilliger,Heterorhabdus papilliger,public_outside,Ecuador,Arthropoda,Invertebrate
Labidocera acuta,Labidocera acuta,public_outside,Ecuador,Arthropoda,Invertebrate
Labidocera acutifrons,Labidocera acutifrons,private,Ecuador,Arthropoda,Invertebrate
Labidocera detruncata,Labidocera detruncata,public_outside,Ecuador,Arthropoda,Invertebrate
Lucicutia flavicornis,Lucicutia flavicornis,public_outside,Ecuador,Arthropoda,Invertebrate
Megabalanus coccopoma,Megabalanus coccopoma,public_outside,Ecuador,Arthropoda,Invertebrate
Megabalanus peninsularis,Megabalanus peninsularis,private,Ecuador,Arthropoda,Invertebrate
Metridia venusta,Metridia venusta,public_outside,Ecuador,Arthropoda,Invertebrate
Microsetella rosea,Microsetella rosea,private,Ecuador,Arthropoda,Invertebrate
Munidopsis exuta,Munidopsis exuta,public_outside,Ecuador,Arthropoda,Invertebrate
Nannocalanus minor,Nannocalanus minor,public_outside,Ecuador,Arthropoda,Invertebrate
Nematocarcinus ensifer,Nematocarcinus ensifer,public_outside,Ecuador,Arthropoda,Invertebrate
Neocalanus robustior,Neocalanus robustior,public_outside,Ecuador,Arthropoda,Invertebrate
Neogonodactylus oerstedii,Neogonodactylus oerstedii,public_outside,Ecuador,Arthropoda,Invertebrate
Nyctiphanes simplex,Nyctiphanes simplex,public_outside,Ecuador,Arthropoda,Invertebrate
Oithona nana,Oithona nana,private,Ecuador,Arthropoda,Invertebrate
Oithona plumifera,Oithona plumifera,public_outside,Ecuador,Arthropoda,Invertebrate
Oithona setigera,Oithona setigera,private,Ecuador,Arthropoda,Invertebrate
Oithona similis,Oithona helgolandica,private,Ecuador,Arthropoda,Invertebrate
Oithona similis,Oithona similis,public_outside,Ecuador,Arthropoda,Invertebrate
Oncaea mediterranea,Oncaea mediterranea,public_outside,Ecuador,Arthropoda,Invertebrate
Oncaea venusta,Oncaea venusta,public_outside,Ecuador,Arthropoda,Invertebrate
Onychocorycaeus catus,Corycaeus catus,private,Ecuador,Arthropoda,Invertebrate
Onychocorycaeus giesbrechti,Onychocorycaeus giesbrechti,private,Ecuador,Arthropoda,Invertebrate
Onychocorycaeus ovalis,Onychocorycaeus ovalis,private,Ecuador,Arthropoda,Invertebrate
Oxycephalus clausi,Oxycephalus clausi,public_outside,Ecuador,Arthropoda,Invertebrate
Pachos punctatum,Pachos punctatum,public_outside,Ecuador,Arthropoda,Invertebrate
Pachygrapsus transversus,Pachygrapsus transversus,public_outside,Ecuador,Arthropoda,Invertebrate
Panulirus gracilis,Panulirus gracilis,public_outside,Ecuador,Arthropoda,Invertebrate
Panulirus inflatus,Panulirus inflatus,public_outside,Ecuador,Arthropoda,Invertebrate
Panulirus penicillatus,Panulirus penicillatus,public_outside,Ecuador,Arthropoda,Invertebrate
Paracalanus aculeatus,Paracalanus aculeatus,public_outside,Ecuador,Arthropoda,Invertebrate
Paracalanus parvus,Paracalanus parvus,public_outside,Ecuador,Arthropoda,Invertebrate
Paraeuchaeta antarctica,Paraeuchaeta antarctica,public_outside,Ecuador,Arthropoda,Invertebrate
Pareucalanus attenuatus,Eucalanus attenuatus,private,Ecuador,Arthropoda,Invertebrate
Pareucalanus attenuatus,Eucalanus pseudattenuatus,public_outside,Ecuador,Arthropoda,Invertebrate
Pareucalanus attenuatus,Pareucalanus attenuatus,public_outside,Ecuador,Arthropoda,Invertebrate
Penaeus stylirostris,Litopenaeus stylirostris,public_outside,Ecuador,Arthropoda,Invertebrate
Phaenna spinifera,Phaenna spinifera,public_outside,Ecuador,Arthropoda,Invertebrate
Phronima solitaria,Phronima solitaria,private,Ecuador,Arthropoda,Invertebrate
Pleuromamma abdominalis,Pleuromamma abdominalis,public_outside,Ecuador,Arthropoda,Invertebrate
Pleuromamma borealis,Pleuromamma borealis,public_outside,Ecuador,Arthropoda,Invertebrate
Pleuromamma gracilis,Pleuromamma gracilis,public_outside,Ecuador,Arthropoda,Invertebrate
Pleuromamma piseki,Pleuromamma piseki,public_outside,Ecuador,Arthropoda,Invertebrate
Pleuromamma robusta,Pleuromamma robusta,public_outside,Ecuador,Arthropoda,Invertebrate
Pleuromamma xiphias,Pleuromamma xiphias,public_outside,Ecuador,Arthropoda,Invertebrate
Pontellina plumata,Pontellina plumata,public_outside,Ecuador,Arthropoda,Invertebrate
Pontellopsis regalis,Pontellopsis regalis,public_outside,Ecuador,Arthropoda,Invertebrate
Pseudocalanus elongatus,Pseudocalanus elongatus,public_outside,Ecuador,Arthropoda,Invertebrate
Pseudosquillisma adiastalta,Pseudosquillisma adiastalta,private,Ecuador,Arthropoda,Invertebrate
Rhincalanus cornutus,Rhincalanus cornutus,public_outside,Ecuador,Arthropoda,Invertebrate
Rhincalanus gigas,Rhincalanus gigas,public_outside,Ecuador,Arthropoda,Invertebrate
Rhincalanus nasutus,Rhincalanus nasutus,public_outside,Ecuador,Arthropoda,Invertebrate
Ridgewayia delfine,Ridgewayia delfine,public_inside,Ecuador,Arthropoda,Invertebrate
Ridgewayia tunela,Ridgewayia tunela,public_inside,Ecuador,Arthropoda,Invertebrate
Sapphirina angusta,Sapphirina angusta,public_outside,Ecuador,Arthropoda,Invertebrate
Sapphirina gemma,Sapphirina gemma,private,Ecuador,Arthropoda,Invertebrate
Sapphirina intestinata,Sapphirina intestinata,private,Ecuador,Arthropoda,Invertebrate
Sapphirina opalina,Sapphirina opalina,public_outside,Ecuador,Arthropoda,Invertebrate
Scaphocalanus magnus,Scaphocalanus acrocephalus,public_outside,Ecuador,Arthropoda,Invertebrate
Scaphocalanus magnus,Scaphocalanus magnus,public_outside,Ecuador,Arthropoda,Invertebrate
Scolecithrix bradyi,Scolecithrix bradyi,public_outside,Ecuador,Arthropoda,Invertebrate
Scolecithrix danae,Scolecithrix danae,public_outside,Ecuador,Arthropoda,Invertebrate
Scottocalanus securifrons,Scottocalanus securifrons,public_outside,Ecuador,Arthropoda,Invertebrate
Stereomastis nana,Stereomastis nana,public_outside,Ecuador,Arthropoda,Invertebrate
Subeucalanus crassus,Subeucalanus crassus,public_outside,Ecuador,Arthropoda,Invertebrate
Subeucalanus monachus,Eucalanus monachus,private,Ecuador,Arthropoda,Invertebrate
Subeucalanus monachus,Subeucalanus monachus,public_outside,Ecuador,Arthropoda,Invertebrate
Subeucalanus subcrassus,Subeucalanus subcrassus,public_outside,Ecuador,Arthropoda,Invertebrate
Subeucalanus subtenuis,Eucalanus subtenuis,public_outside,Ecuador,Arthropoda,Invertebrate
Subeucalanus subtenuis,Subeucalanus subtenuis,public_outside,Ecuador,Arthropoda,Invertebrate
Temora discaudata,Temora discaudata,public_outside,Ecuador,Arthropoda,Invertebrate
Temora stylifera,Temora stylifera,public_outside,Ecuador,Arthropoda,Invertebrate
Tetraclita squamosa,Tetraclita squamosa,public_outside,Ecuador,Arthropoda,Invertebrate
Tetraclita stalactifera,Tetraclita stalactifera,public_outside,Ecuador,Arthropoda,Invertebrate
Trapezia digitalis,Trapezia digitalis,private,Ecuador,Arthropoda,Invertebrate
Triconia conifera,Oncaea conifera,private,Ecuador,Arthropoda,Invertebrate
Triconia conifera,Triconia conifera,public_outside,Ecuador,Arthropoda,Invertebrate
Undinula vulgaris,Undinula vulgaris,public_outside,Ecuador,Arthropoda,Invertebrate
Urocorycaeus furcifer,Urocorycaeus furcifer,private,Ecuador,Arthropoda,Invertebrate
Ventiella sulfuris,Ventiella sulfuris,public_outside,Ecuador,Arthropoda,Invertebrate
Abyssorchomene abyssorum,Abyssorchomene abyssorum,public_outside,Ecuador,Arthropoda,Invertebrate
Acrocalanus andersoni,Acrocalanus andersoni,public_outside,Ecuador,Arthropoda,Invertebrate
