valid_name,region,subgroup,group
Philobrya multistriata,Chile,Mollusca,Invertebrates
Philobrya sublaevis,Chile,Mollusca,Invertebrates
Photinastoma taeniatum,Chile,Mollusca,Invertebrates
Photinula coerulescens,Chile,Mollusca,Invertebrates
Photinula roseolineata,Chile,Mollusca,Invertebrates
Phyllomenia cornuadentata,Chile,Mollusca,Invertebrates
Plaxiphora aurata,Chile,Mollusca,Invertebrates
Plaxiphora mercatoris,Chile,Mollusca,Invertebrates
Pleurotomella ohlini,Chile,Mollusca,Invertebrates
Polinices uber,Chile,Mollusca,Invertebrates
Priene scabrum,Chile,Mollusca,Invertebrates
Prisogaster niger,Chile,Mollusca,Invertebrates
Propeleda longicaudata,Chile,Mollusca,Invertebrates
Propeleda louiseae,Chile,Mollusca,Invertebrates
Prosipho antarctidis,Chile,Mollusca,Invertebrates
Pruvotina longispinosa,Chile,Mollusca,Invertebrates
Pterygioteuthis gemmata,Chile,Mollusca,Invertebrates
Ptychosyrinx chilensis,Chile,Mollusca,Invertebrates
Puncturella noachina,Chile,Mollusca,Invertebrates
Pupatonia magellanica,Chile,Mollusca,Invertebrates
Pyrgocythara nodulosa,Chile,Mollusca,Invertebrates
Pyroteuthis margaritifera,Chile,Mollusca,Invertebrates
Rissoina costata,Chile,Mollusca,Invertebrates
Rissoina inca,Chile,Mollusca,Invertebrates
Robsonella fontanianus,Chile,Mollusca,Invertebrates
Scissurella clathrata,Chile,Mollusca,Invertebrates
Scurria araucana,Chile,Mollusca,Invertebrates
Scurria ceciliana,Chile,Mollusca,Invertebrates
Scurria parasitica,Chile,Mollusca,Invertebrates
Scurria plana,Chile,Mollusca,Invertebrates
Scurria scurra,Chile,Mollusca,Invertebrates
Scurria variabilis,Chile,Mollusca,Invertebrates
Scurria viridula,Chile,Mollusca,Invertebrates
Scurria zebrina,Chile,Mollusca,Invertebrates
Semele solida,Chile,Mollusca,Invertebrates
Semimytilus algosus,Chile,Mollusca,Invertebrates
Semirossia patagonica,Chile,Mollusca,Invertebrates
Silicula patagonica,Chile,Mollusca,Invertebrates
Simulamerelina crassula,Chile,Mollusca,Invertebrates
Siphonaria lateralis,Chile,Mollusca,Invertebrates
Stenosemus chiversi,Chile,Mollusca,Invertebrates
Stenosemus exaratus,Chile,Mollusca,Invertebrates
Stomatella esperanzae,Chile,Mollusca,Invertebrates
Tagelus dombeii,Chile,Mollusca,Invertebrates
Tectonatica impervia,Chile,Mollusca,Invertebrates
Tegula atra,Chile,Mollusca,Invertebrates
Tegula luctuosa,Chile,Mollusca,Invertebrates
Teuthowenia pellucida,Chile,Mollusca,Invertebrates
Thaumeledone brevis,Chile,Mollusca,Invertebrates
Thracia meridionalis,Chile,Mollusca,Invertebrates
Thyasira debilis,Chile,Mollusca,Invertebrates
Tindaria virens,Chile,Mollusca,Invertebrates
Todarodes angolensis,Chile,Mollusca,Invertebrates
Todarodes filippovae,Chile,Mollusca,Invertebrates
Toledonia perplexa,Chile,Mollusca,Invertebrates
Toledonia punctata,Chile,Mollusca,Invertebrates
Tonicia chilensis,Chile,Mollusca,Invertebrates
Tonicia disjuncta,Chile,Mollusca,Invertebrates
Tonicia lebruni,Chile,Mollusca,Invertebrates
Tremoctopus violaceus,Chile,Mollusca,Invertebrates
Triphora aporema,Chile,Mollusca,Invertebrates
Triphora eucharis,Chile,Mollusca,Invertebrates
Triphora leucathema,Chile,Mollusca,Invertebrates
Trochita pileolus,Chile,Mollusca,Invertebrates
Trochita pileus,Chile,Mollusca,Invertebrates
Trophon bahamondei,Chile,Mollusca,Invertebrates
Trophon geversianus,Chile,Mollusca,Invertebrates
Trophon minutus,Chile,Mollusca,Invertebrates
Trophon ohlini,Chile,Mollusca,Invertebrates
Turbonilla sanmatiensis,Chile,Mollusca,Invertebrates
Turritella congelata,Chile,Mollusca,Invertebrates
Typhlodaphne filostriata,Chile,Mollusca,Invertebrates
Typhlodaphne payeni,Chile,Mollusca,Invertebrates
Typhlodaphne strebeli,Chile,Mollusca,Invertebrates
Volvarina dozei,Chile,Mollusca,Invertebrates
Volvarina warrenii,Chile,Mollusca,Invertebrates
Walvisteuthis rancureli,Chile,Mollusca,Invertebrates
Williamia radiata,Chile,Mollusca,Invertebrates
Xanthochorus buxeus,Chile,Mollusca,Invertebrates
Xanthochorus cassidiformis,Chile,Mollusca,Invertebrates
Xylophaga globosa,Chile,Mollusca,Invertebrates
Xymenopsis muriciformis,Chile,Mollusca,Invertebrates
Yoldiella chilenica,Chile,Mollusca,Invertebrates
Yoldiella sabrina,Chile,Mollusca,Invertebrates
Yoldiella valettei,Chile,Mollusca,Invertebrates
Zygochlamys patagonica,Chile,Mollusca,Invertebrates
Anticyclus cylindricus,Chile,Nematoda,Invertebrates
Bolbolaimus wieseri,Chile,Nematoda,Invertebrates
Cervonema chilensis,Chile,Nematoda,Invertebrates
Cervonema shiae,Chile,Nematoda,Invertebrates
Comesoma hermani,Chile,Nematoda,Invertebrates
Desmodora nani,Chile,Nematoda,Invertebrates
Gammanema polydonta,Chile,Nematoda,Invertebrates
Hopperia arntzi,Chile,Nematoda,Invertebrates
Laimella sandrae,Chile,Nematoda,Invertebrates
Laimella subterminata,Chile,Nematoda,Invertebrates
Metalinhomoeus variabilis,Chile,Nematoda,Invertebrates
Paracyatholaimus helicellus,Chile,Nematoda,Invertebrates
Pomponema concinnum,Chile,Nematoda,Invertebrates
Proleptus niedmanni,Chile,Nematoda,Invertebrates
Rhaptothyreus typicus,Chile,Nematoda,Invertebrates
Sabatieria coomansi,Chile,Nematoda,Invertebrates
Sabatieria mortenseni,Chile,Nematoda,Invertebrates
Siphonolaimus auratus,Chile,Nematoda,Invertebrates
Synonchiella major,Chile,Nematoda,Invertebrates
Synonchiella minor,Chile,Nematoda,Invertebrates
Thalassoalaimus pacificus,Chile,Nematoda,Invertebrates
Amphiporus dubius,Chile,Nemertea,Invertebrates
Amphiporus racovitzai,Chile,Nemertea,Invertebrates
Antarctonemertes valida,Chile,Nemertea,Invertebrates
Balaenanemertes parvula,Chile,Nemertea,Invertebrates
Carinoma patagonica,Chile,Nemertea,Invertebrates
Chilineus glandulosa,Chile,Nemertea,Invertebrates
Chuniella compacta,Chile,Nemertea,Invertebrates
Dokonemertes magellanensis,Chile,Nemertea,Invertebrates
Lineus longifissus,Chile,Nemertea,Invertebrates
Lineus sanguineus,Chile,Nemertea,Invertebrates
Micrura pacifica,Chile,Nemertea,Invertebrates
Nectonemertes acutilobata,Chile,Nemertea,Invertebrates
Nectonemertes tenuis,Chile,Nemertea,Invertebrates
Paranemertes brattstroemi,Chile,Nemertea,Invertebrates
Parapolia grytvikenensis,Chile,Nemertea,Invertebrates
Parborlasia corrugatus,Chile,Nemertea,Invertebrates
Parborlasia fueguina,Chile,Nemertea,Invertebrates
Planktonemertes curvicephala,Chile,Nemertea,Invertebrates
Prosorhochmus nelsoni,Chile,Nemertea,Invertebrates
Tetrastemma peltatum,Chile,Nemertea,Invertebrates
Zodionemertes chilensis,Chile,Nemertea,Invertebrates
Haloplanella evelinae,Chile,Platyhelminthes,Invertebrates
Leptoplana formosa,Chile,Platyhelminthes,Invertebrates
Marcusia yagana,Chile,Platyhelminthes,Invertebrates
Meidiama schockaerti,Chile,Platyhelminthes,Invertebrates
Monocelis balanocephala,Chile,Platyhelminthes,Invertebrates
Procerodella macrostoma,Chile,Platyhelminthes,Invertebrates
Sabazius brattstroemi,Chile,Platyhelminthes,Invertebrates
Synsiphonium anderssoni,Chile,Platyhelminthes,Invertebrates
Wydula avia,Chile,Platyhelminthes,Invertebrates
Abyssocladia diegoramirezensis,Chile,Porifera,Invertebrates
Abyssocladia umbellata,Chile,Porifera,Invertebrates
Amphilectus fucorum,Chile,Porifera,Invertebrates
Amphilectus rugosus,Chile,Porifera,Invertebrates
Amphimedon reticulosa,Chile,Porifera,Invertebrates
Amphimedon tenera,Chile,Porifera,Invertebrates
Antarctotetilla leptoderma,Chile,Porifera,Invertebrates
Aplysilla lendenfeldi,Chile,Porifera,Invertebrates
Aplysilla sulfurea,Chile,Porifera,Invertebrates
Asteropus ketostea,Chile,Porifera,Invertebrates
Asteropus simplex,Chile,Porifera,Invertebrates
Axinella antarctica,Chile,Porifera,Invertebrates
Axinella crinita,Chile,Porifera,Invertebrates
Biemna chilensis,Chile,Porifera,Invertebrates
Bubaris vermiculata,Chile,Porifera,Invertebrates
Callyspongia fusifera,Chile,Porifera,Invertebrates
Chalinula variabilis,Chile,Porifera,Invertebrates
Cinachyra barbata,Chile,Porifera,Invertebrates
Cladorhiza scanlonae,Chile,Porifera,Invertebrates
Clathrina antofagastensis,Chile,Porifera,Invertebrates
Clathrina fjordica,Chile,Porifera,Invertebrates
Clathrina primordialis,Chile,Porifera,Invertebrates
Clathrina ramosa,Chile,Porifera,Invertebrates
Cliona chilensis,Chile,Porifera,Invertebrates
Clionaopsis platei,Chile,Porifera,Invertebrates
Cliothosa hancocki,Chile,Porifera,Invertebrates
Crambe amarilla,Chile,Porifera,Invertebrates
Crambe chilensis,Chile,Porifera,Invertebrates
Crambe maldonadoi,Chile,Porifera,Invertebrates
Cribrochalina dura,Chile,Porifera,Invertebrates
Dasychalina magellanica,Chile,Porifera,Invertebrates
Dasychalina validissima,Chile,Porifera,Invertebrates
Desmacella vestibularis,Chile,Porifera,Invertebrates
Doconesthes robinsoni,Chile,Porifera,Invertebrates
Dragmacidon egregium,Chile,Porifera,Invertebrates
Dysidea chilensis,Chile,Porifera,Invertebrates
Dysidea fragilis,Chile,Porifera,Invertebrates
Echinoclathria contexta,Chile,Porifera,Invertebrates
Eurypon miniaceum,Chile,Porifera,Invertebrates
Eurypon unispiculum,Chile,Porifera,Invertebrates
Geodia magellani,Chile,Porifera,Invertebrates
Guitarra dendyi,Chile,Porifera,Invertebrates
Haliclona agglutinata,Chile,Porifera,Invertebrates
Haliclona algicola,Chile,Porifera,Invertebrates
Haliclona ignobilis,Chile,Porifera,Invertebrates
Haliclona inepta,Chile,Porifera,Invertebrates
Haliclona macropora,Chile,Porifera,Invertebrates
Haliclona nitens,Chile,Porifera,Invertebrates
Haliclona nodosa,Chile,Porifera,Invertebrates
Haliclona rapanui,Chile,Porifera,Invertebrates
Haliclona rugosa,Chile,Porifera,Invertebrates
Haliclona siphonella,Chile,Porifera,Invertebrates
Haliclona sordida,Chile,Porifera,Invertebrates
Haliclona spinosella,Chile,Porifera,Invertebrates
Haliclona subglobosa,Chile,Porifera,Invertebrates
Haliclona translucida,Chile,Porifera,Invertebrates
Haliclona verrucosa,Chile,Porifera,Invertebrates
Haliclona virens,Chile,Porifera,Invertebrates
Halicnemia papillosa,Chile,Porifera,Invertebrates
Halisarca desqueyrouxae,Chile,Porifera,Invertebrates
Halisarca dujardini,Chile,Porifera,Invertebrates
Halisarca magellanica,Chile,Porifera,Invertebrates
Hemigellius bidens,Chile,Porifera,Invertebrates
Hyalascus stellatus,Chile,Porifera,Invertebrates
Hymenancora laevis,Chile,Porifera,Invertebrates
Hymenancora tenuissima,Chile,Porifera,Invertebrates
Hymeniacidon corticata,Chile,Porifera,Invertebrates
Hymeniacidon fernandezi,Chile,Porifera,Invertebrates
Hymeniacidon longistylus,Chile,Porifera,Invertebrates
Hymeniacidon rubiginosa,Chile,Porifera,Invertebrates
Hyrtios arenosus,Chile,Porifera,Invertebrates
Hyrtios sororia,Chile,Porifera,Invertebrates
Inflatella belli,Chile,Porifera,Invertebrates
Iophon cheliferum,Chile,Porifera,Invertebrates
Iophon chilense,Chile,Porifera,Invertebrates
Iophon nigricans,Chile,Porifera,Invertebrates
Iophon proximum,Chile,Porifera,Invertebrates
Iophon radiatum,Chile,Porifera,Invertebrates
Iophon tubiforme,Chile,Porifera,Invertebrates
Iophon unicorne,Chile,Porifera,Invertebrates
Ircinia clavata,Chile,Porifera,Invertebrates
Ircinia paupera,Chile,Porifera,Invertebrates
Ircinia variabilis,Chile,Porifera,Invertebrates
Isodictya delicata,Chile,Porifera,Invertebrates
Isodictya microchela,Chile,Porifera,Invertebrates
Isodictya setifera,Chile,Porifera,Invertebrates
Johannesia reticulosa,Chile,Porifera,Invertebrates
Lanugonychia flabellum,Chile,Porifera,Invertebrates
Leucandra platei,Chile,Porifera,Invertebrates
Leucettusa nuda,Chile,Porifera,Invertebrates
Leucosolenia australis,Chile,Porifera,Invertebrates
Lycopodina microstrongyla,Chile,Porifera,Invertebrates
Niphates erecta,Chile,Porifera,Invertebrates
Oceanapia guaiteca,Chile,Porifera,Invertebrates
Oceanapia spinisphaera,Chile,Porifera,Invertebrates
Phakellia sur,Chile,Porifera,Invertebrates
Phorbas areolatus,Chile,Porifera,Invertebrates
Phorbas bergmontae,Chile,Porifera,Invertebrates
Pione vastifica,Chile,Porifera,Invertebrates
Plakina trilopha,Chile,Porifera,Invertebrates
Plicatellopsis expansa,Chile,Porifera,Invertebrates
Plicatellopsis flabellata,Chile,Porifera,Invertebrates
Poecillastra antonbruunae,Chile,Porifera,Invertebrates
Poecillastra compressa,Chile,Porifera,Invertebrates
Poecillastra maremontana,Chile,Porifera,Invertebrates
Poecillastra sinetridens,Chile,Porifera,Invertebrates
Polymastia invaginata,Chile,Porifera,Invertebrates
Polymastia isidis,Chile,Porifera,Invertebrates
Protosuberites epiphytoides,Chile,Porifera,Invertebrates
Pseudoceratina purpurea,Chile,Porifera,Invertebrates
Pseudosuberites digitatus,Chile,Porifera,Invertebrates
Pseudosuberites hyalinus,Chile,Porifera,Invertebrates
Pseudosuberites sulcatus,Chile,Porifera,Invertebrates
Pseudosuberites vakai,Chile,Porifera,Invertebrates
Pyloderma latrunculioides,Chile,Porifera,Invertebrates
Radiella irregularis,Chile,Porifera,Invertebrates
Rhabderemia uruguaiensis,Chile,Porifera,Invertebrates
Rhizaxinella spiralis,Chile,Porifera,Invertebrates
Rossella dubia,Chile,Porifera,Invertebrates
Rossella racovitzae,Chile,Porifera,Invertebrates
Scalarispongia similis,Chile,Porifera,Invertebrates
Siphonochalina fortis,Chile,Porifera,Invertebrates
Spanioplon werthi,Chile,Porifera,Invertebrates
Spheciospongia vesparium,Chile,Porifera,Invertebrates
Spirastrella cunctatrix,Chile,Porifera,Invertebrates
Spongionella depressa,Chile,Porifera,Invertebrates
Spongionella regularis,Chile,Porifera,Invertebrates
Staurocalyptus roeperi,Chile,Porifera,Invertebrates
Stelletta clarella,Chile,Porifera,Invertebrates
Stelletta phrissens,Chile,Porifera,Invertebrates
Stelletta vosmaeri,Chile,Porifera,Invertebrates
Stelodoryx cribrigera,Chile,Porifera,Invertebrates
Strongylacidon platei,Chile,Porifera,Invertebrates
Suberites cranium,Chile,Porifera,Invertebrates
Suberites puncturatus,Chile,Porifera,Invertebrates
Suberites ruber,Chile,Porifera,Invertebrates
Sycettusa chilensis,Chile,Porifera,Invertebrates
Sycon huinayense,Chile,Porifera,Invertebrates
Sycon raphanus,Chile,Porifera,Invertebrates
Sympagella walleri,Chile,Porifera,Invertebrates
Tedaniphorbas ceratosus,Chile,Porifera,Invertebrates
Tethya deformis,Chile,Porifera,Invertebrates
Tethya melinka,Chile,Porifera,Invertebrates
Tethya papillosa,Chile,Porifera,Invertebrates
Timea authia,Chile,Porifera,Invertebrates
Trachytedania patagonica,Chile,Porifera,Invertebrates
Trachytedania spinata,Chile,Porifera,Invertebrates
Volzia azzaroliae,Chile,Porifera,Invertebrates
Amphiscolops gemelliporus,Chile,Xenacoelomorpha,Invertebrates
Haplogonaria idia,Chile,Xenacoelomorpha,Invertebrates
Isodiametra urua,Chile,Xenacoelomorpha,Invertebrates
Hypoechinorhynchus thermaceri,Ecuador,Acanthocephala,Invertebrates
Alciopa reynaudii,Ecuador,Annelida,Invertebrates
Alciopina paumotanus,Ecuador,Annelida,Invertebrates
Alvinella caudata,Ecuador,Annelida,Invertebrates
Alvinella pompejana,Ecuador,Annelida,Invertebrates
Amphisamytha galapagensis,Ecuador,Annelida,Invertebrates
Anchinothria pycnobranchiata,Ecuador,Annelida,Invertebrates
Aphrodita magellanica,Ecuador,Annelida,Invertebrates
Archinome rosacea,Ecuador,Annelida,Invertebrates
Asclerocheilus tropicus,Ecuador,Annelida,Invertebrates
Bathybdella sawyeri,Ecuador,Annelida,Invertebrates
Bhawania goodei,Ecuador,Annelida,Invertebrates
Boccardia galapagense,Ecuador,Annelida,Invertebrates
Boccardia tricuspa,Ecuador,Annelida,Invertebrates
Boccardiella bihamata,Ecuador,Annelida,Invertebrates
Branchinotogluma hessleri,Ecuador,Annelida,Invertebrates
Branchinotogluma sandersi,Ecuador,Annelida,Invertebrates
Branchiplicatus cupreus,Ecuador,Annelida,Invertebrates
Branchipolynoe symmytilida,Ecuador,Annelida,Invertebrates
Chaetopterus aduncus,Ecuador,Annelida,Invertebrates
Chaetopterus charlesdarwinii,Ecuador,Annelida,Invertebrates
Chaetopterus galapagensis,Ecuador,Annelida,Invertebrates
Crucigera websteri,Ecuador,Annelida,Invertebrates
Dipolydora giardi,Ecuador,Annelida,Invertebrates
Dipolydora socialis,Ecuador,Annelida,Invertebrates
Eunice filamentosa,Ecuador,Annelida,Invertebrates
Exogone longicornis,Ecuador,Annelida,Invertebrates
Exogone microtentaculata,Ecuador,Annelida,Invertebrates
Exogone naidinoides,Ecuador,Annelida,Invertebrates
Galapagomystides aristata,Ecuador,Annelida,Invertebrates
Gorgoniapolynoe galapagensis,Ecuador,Annelida,Invertebrates
Harmothoe macnabi,Ecuador,Annelida,Invertebrates
Hesiospina vestimentifera,Ecuador,Annelida,Invertebrates
Hyboscolex equatorialis,Ecuador,Annelida,Invertebrates
Hydroides brachyacantha,Ecuador,Annelida,Invertebrates
Hydroides crucigera,Ecuador,Annelida,Invertebrates
Hydroides gairacensis,Ecuador,Annelida,Invertebrates
Hydroides inermis,Ecuador,Annelida,Invertebrates
Hydroides ochotereana,Ecuador,Annelida,Invertebrates
Ilyphagus bythincola,Ecuador,Annelida,Invertebrates
Lagisca irritans,Ecuador,Annelida,Invertebrates
Laminatubus alvini,Ecuador,Annelida,Invertebrates
Laubieriellus grasslei,Ecuador,Annelida,Invertebrates
Leodice antennata,Ecuador,Annelida,Invertebrates
Lepidasthenia varius,Ecuador,Annelida,Invertebrates
Lepidonotopodium riftense,Ecuador,Annelida,Invertebrates
Lepidonotopodium williamsae,Ecuador,Annelida,Invertebrates
Lepidonotus jacksoni,Ecuador,Annelida,Invertebrates
Levensteiniella kincaidi,Ecuador,Annelida,Invertebrates
Lopadorrhynchus brevis,Ecuador,Annelida,Invertebrates
Lopadorrhynchus uncinatus,Ecuador,Annelida,Invertebrates
Macellicephala galapagensis,Ecuador,Annelida,Invertebrates
Maupasia coeca,Ecuador,Annelida,Invertebrates
Mesochaetopterus ecuadorica,Ecuador,Annelida,Invertebrates
Microspio paradoxa,Ecuador,Annelida,Invertebrates
Myrianida arborea,Ecuador,Annelida,Invertebrates
Myrianida multidenticulata,Ecuador,Annelida,Invertebrates
Naineris laevigata,Ecuador,Annelida,Invertebrates
Nereimyra alvinae,Ecuador,Annelida,Invertebrates
Nereis sandersi,Ecuador,Annelida,Invertebrates
Nerilla parva,Ecuador,Annelida,Invertebrates
Nicomache arwidssoni,Ecuador,Annelida,Invertebrates
Nicon orensanzi,Ecuador,Annelida,Invertebrates
Ophryotrocha akessoni,Ecuador,Annelida,Invertebrates
Orbiniella aciculata,Ecuador,Annelida,Invertebrates
Owenia fusiformis,Ecuador,Annelida,Invertebrates
Paleaequor psamathe,Ecuador,Annelida,Invertebrates
Palola siciliensis,Ecuador,Annelida,Invertebrates
Paralvinella grasslei,Ecuador,Annelida,Invertebrates
Pelagobia longicirrata,Ecuador,Annelida,Invertebrates
Phalacrophorus pictus,Ecuador,Annelida,Invertebrates
Phyllodoce varia,Ecuador,Annelida,Invertebrates
Plotohelmis alata,Ecuador,Annelida,Invertebrates
Plotohelmis capitata,Ecuador,Annelida,Invertebrates
Polydora cirrosa,Ecuador,Annelida,Invertebrates
Polydora ecuadoriana,Ecuador,Annelida,Invertebrates
Polydora websteri,Ecuador,Annelida,Invertebrates
Polynoella brunnea,Ecuador,Annelida,Invertebrates
Prionospio cirrifera,Ecuador,Annelida,Invertebrates
Prionospio sandersi,Ecuador,Annelida,Invertebrates
Protis hydrothermica,Ecuador,Annelida,Invertebrates
Protodrilus infundibuliformis,Ecuador,Annelida,Invertebrates
Pseudopolydora primigenia,Ecuador,Annelida,Invertebrates
Pseudovermilia occidentalis,Ecuador,Annelida,Invertebrates
Pyrgopolon ctenactis,Ecuador,Annelida,Invertebrates
Questa media,Ecuador,Annelida,Invertebrates
Rhynchonereella angelini,Ecuador,Annelida,Invertebrates
Riftia pachyptila,Ecuador,Annelida,Invertebrates
Rullierinereis mexicana,Ecuador,Annelida,Invertebrates
Sagitella kowalewskii,Ecuador,Annelida,Invertebrates
Salvatoria concinna,Ecuador,Annelida,Invertebrates
Salvatoria mediodentata,Ecuador,Annelida,Invertebrates
Siboglinum albatrossianum,Ecuador,Annelida,Invertebrates
Siboglinum ecuadoricum,Ecuador,Annelida,Invertebrates
Sphaerosyllis pumila,Ecuador,Annelida,Invertebrates
Spirobranchus giganteus,Ecuador,Annelida,Invertebrates
Spirobranchus minutus,Ecuador,Annelida,Invertebrates
Syllides edentatus,Ecuador,Annelida,Invertebrates
Syllis glarearia,Ecuador,Annelida,Invertebrates
Tomopteris septentrionalis,Ecuador,Annelida,Invertebrates
Typhloscolex muelleri,Ecuador,Annelida,Invertebrates
Typosyllis magna,Ecuador,Annelida,Invertebrates
Vanadis crystallina,Ecuador,Annelida,Invertebrates
Vermiliopsis annulata,Ecuador,Annelida,Invertebrates
Xandaros acanthodes,Ecuador,Annelida,Invertebrates
Abyssorchomene abyssorum,Ecuador,Arthropoda,Invertebrates
Acetes binghami,Ecuador,Arthropoda,Invertebrates
Acrocalanus andersoni,Ecuador,Arthropoda,Invertebrates
Acrocalanus gibber,Ecuador,Arthropoda,Invertebrates
Acrocalanus longicornis,Ecuador,Arthropoda,Invertebrates
Acrocalanus monachus,Ecuador,Arthropoda,Invertebrates
Aega acuminata,Ecuador,Arthropoda,Invertebrates
Aegisthus spinulosus,Ecuador,Arthropoda,Invertebrates
Aetideopsis armatus,Ecuador,Arthropoda,Invertebrates
Aetideus bradyi,Ecuador,Arthropoda,Invertebrates
Aetideus giesbrechti,Ecuador,Arthropoda,Invertebrates
Agathotanais hanseni,Ecuador,Arthropoda,Invertebrates
Agetus flaccus,Ecuador,Arthropoda,Invertebrates
Alpheus lottini,Ecuador,Arthropoda,Invertebrates
Alpheus paracrinitus,Ecuador,Arthropoda,Invertebrates
Alvinocaris lusca,Ecuador,Arthropoda,Invertebrates
Amallothrix tropica,Ecuador,Arthropoda,Invertebrates
Amphibalanus amphitrite,Ecuador,Arthropoda,Invertebrates
Anchylomera blossevillei,Ecuador,Arthropoda,Invertebrates
Andromastax muricatus,Ecuador,Arthropoda,Invertebrates
Anoplodactylus prominens,Ecuador,Arthropoda,Invertebrates
Antarcturus multispinis,Ecuador,Arthropoda,Invertebrates
Aphantolana costaricensis,Ecuador,Arthropoda,Invertebrates
Aphotopontius arcuatus,Ecuador,Arthropoda,Invertebrates
Aphotopontius baculigerus,Ecuador,Arthropoda,Invertebrates
Aphotopontius limatulus,Ecuador,Arthropoda,Invertebrates
Aphotopontius mammillatus,Ecuador,Arthropoda,Invertebrates
Aphotopontius probolus,Ecuador,Arthropoda,Invertebrates
Apotectonia heterostegos,Ecuador,Arthropoda,Invertebrates
Arenaeus mexicanus,Ecuador,Arthropoda,Invertebrates
Argestoides prehensilis,Ecuador,Arthropoda,Invertebrates
Arietellus setosus,Ecuador,Arthropoda,Invertebrates
Aristeus semidentatus,Ecuador,Arthropoda,Invertebrates
Ascorhynchus agassizi,Ecuador,Arthropoda,Invertebrates
Ascorhynchus comatus,Ecuador,Arthropoda,Invertebrates
Ascorhynchus laterospinus,Ecuador,Arthropoda,Invertebrates
Augaptilus longicaudatus,Ecuador,Arthropoda,Invertebrates
Bacescomysis birsteini,Ecuador,Arthropoda,Invertebrates
Bacescomysis peruvianus,Ecuador,Arthropoda,Invertebrates
Bairdoppilata hirsuta,Ecuador,Arthropoda,Invertebrates
Bemlos achire,Ecuador,Arthropoda,Invertebrates
Benthesicymus altus,Ecuador,Arthropoda,Invertebrates
Benthesicymus tanneri,Ecuador,Arthropoda,Invertebrates
Bythograea galapagensis,Ecuador,Arthropoda,Invertebrates
Bythograea intermedia,Ecuador,Arthropoda,Invertebrates
Bythograea microps,Ecuador,Arthropoda,Invertebrates
Bythograea thermydron,Ecuador,Arthropoda,Invertebrates
Calanus chilensis,Ecuador,Arthropoda,Invertebrates
Caligus coryphaenae,Ecuador,Arthropoda,Invertebrates
Callinectes arcuatus,Ecuador,Arthropoda,Invertebrates
Calocalanus pavo,Ecuador,Arthropoda,Invertebrates
Calocalanus styliremis,Ecuador,Arthropoda,Invertebrates
Camilohelleria manteri,Ecuador,Arthropoda,Invertebrates
Candacia bispinosa,Ecuador,Arthropoda,Invertebrates
Candacia catula,Ecuador,Arthropoda,Invertebrates
Candacia curta,Ecuador,Arthropoda,Invertebrates
Candacia longimana,Ecuador,Arthropoda,Invertebrates
Candacia pachydactyla,Ecuador,Arthropoda,Invertebrates
Candacia simplex,Ecuador,Arthropoda,Invertebrates
Candacia tenuimana,Ecuador,Arthropoda,Invertebrates
Candacia truncata,Ecuador,Arthropoda,Invertebrates
Candacia varicans,Ecuador,Arthropoda,Invertebrates
Canthocalanus pauper,Ecuador,Arthropoda,Invertebrates
Centropages calaninus,Ecuador,Arthropoda,Invertebrates
Centropages elongatus,Ecuador,Arthropoda,Invertebrates
Centropages furcatus,Ecuador,Arthropoda,Invertebrates
Centropages velificatus,Ecuador,Arthropoda,Invertebrates
Centropages violaceus,Ecuador,Arthropoda,Invertebrates
Ceratothoa gaudichaudii,Ecuador,Arthropoda,Invertebrates
Ceuthoecetes acanthothrix,Ecuador,Arthropoda,Invertebrates
Ceuthoecetes aliger,Ecuador,Arthropoda,Invertebrates
Ceuthoecetes cristatus,Ecuador,Arthropoda,Invertebrates
Ceuthoecetes introversus,Ecuador,Arthropoda,Invertebrates
Chaetarcturus abyssicolus,Ecuador,Arthropoda,Invertebrates
Chelonibia testudinaria,Ecuador,Arthropoda,Invertebrates
Chirundina streetsii,Ecuador,Arthropoda,Invertebrates
Chondracanthodes deflexus,Ecuador,Arthropoda,Invertebrates
Cirolana harfordi,Ecuador,Arthropoda,Invertebrates
Cirolana namelessensis,Ecuador,Arthropoda,Invertebrates
Clausocalanus arcuicornis,Ecuador,Arthropoda,Invertebrates
Clausocalanus farrani,Ecuador,Arthropoda,Invertebrates
Clausocalanus mastigophorus,Ecuador,Arthropoda,Invertebrates
Clibanarius albidigitus,Ecuador,Arthropoda,Invertebrates
Clibanarius lineatus,Ecuador,Arthropoda,Invertebrates
Colanthura bruscai,Ecuador,Arthropoda,Invertebrates
Colossendeis macerrima,Ecuador,Arthropoda,Invertebrates
Colossendeis minor,Ecuador,Arthropoda,Invertebrates
Conilera bullisi,Ecuador,Arthropoda,Invertebrates
Copidognathus papillatus,Ecuador,Arthropoda,Invertebrates
Copilia mirabilis,Ecuador,Arthropoda,Invertebrates
Copilia quadrata,Ecuador,Arthropoda,Invertebrates
Copilia vitrea,Ecuador,Arthropoda,Invertebrates
Coronida schmitti,Ecuador,Arthropoda,Invertebrates
Corycaeus clausi,Ecuador,Arthropoda,Invertebrates
Corycaeus crassiusculus,Ecuador,Arthropoda,Invertebrates
Corycaeus speciosus,Ecuador,Arthropoda,Invertebrates
Cosmocalanus darwini,Ecuador,Arthropoda,Invertebrates
Cosmocalanus darwinii,Ecuador,Arthropoda,Invertebrates
Cyclaspoides bacescui,Ecuador,Arthropoda,Invertebrates
